restitui direito legítima defesa bandido não segue leis	train
segurança	train
2003 liberado todo cidadão assim devia voltar severas penas agir errado cultura proibir invés regulamentar ficalizar punir assusta prática anti demorática perigosa	train
morosidade votação	train
todos direito defender devem ter posse responsavel armas porte liberado todos	train
totalmente favorável direito aquisição contra senso proibir uso produto fabricado país não poder adquirir então não existe necessidade manter país fábricas armas munições proibindo fabricação	train
possibilidade cidadão ordeiro poder diante tanta insegurança conseguir direito porte desde cumpra exigências determinada lei	train
todo cidadão direito legitima defesa estado unipresente	train
garante cidadao bem direito defender si familia contra bandidos nao respeitam leis andam armados tratam população seres descartaveis	train
lei altera pontos significativos ajudarão	train
ainda não cidadão bem precisa proteger família integridade melhor nada concordo totalmente	train
não	train
todo cidadao bem deve ter direito defesa policia nao unipresente	train
cidadão vai poder andar certo	train
direito cidadão escolha porta não arma fogo	train
direito legítima defesa constitucional	train
antes estatuto fez burocratizar compra cidadão bem bandidos ficaram mesma	train
não aprovação ainda	train
interessa não saber onde vêm onde vão deveriam ir munições podem perguntar deputado alexandre leite aumento violência	train
porte arma direito todo cidadão bem ponto final abraço deputado	train
faltou diversas categorias necessidade defender	train
atende direito povo	train
demora votação sendo maioria cidadãos brasileiros favor situação poderá comprovado urnas	train
faltou incluir vigilantes direito porte	train
faltando emenda incluir direito porte arma advogados	train
estatuto desarmamento art 6º inciso ix concede porte armas integrantes entidades desporto legalmente constituídas cac faltando apenas regulamentação pl oportunamente vem sanar omissão administração	train
aumentar segurança jurídica regular lei aspectos hoje regulados decretos portarias	train
direito defesa fala si não justiça nação permitir filhos exterminados elementos ruins não quiser não obrigado	train
existe porte cac desde momento precisa ir casa pro clube clube pra casa pl não precisa aparecer aprovada pra criar dificuldades	train
regulamenta tudo posse porte arma fogo brasil ponto totalmente positivo contra qualquer tipo crime	train
direito cidadão não quiser não compre porém não opine direito quer comprar estatuto desarmamento serviu beneficiar bandidos	train
não sido feito antes podendo evitar muitas atrocidades	train
mudanças leis sobre armamento continuam sendo restritivas	train
processo aquisição posse porte caros demanda tempo cumprimento série requisitos portanto decisão cidadão modo não pode imposição estado	train
devolve parte direito individual previsto constituição cidadão brasileiro nada poder defender	train
garante cidadãos bem direito defesa própria família patrimônio	train
garantia direito defesa	train
vida bem maior todos deve todas formas autodefesa embora constitucionalmente previsto transcende própria constituição cujo objetivo precípuo aliás própria vida	train
não	train
defesa pessoal família direito constitucional estado não capaz oferecer direito constituconal	train
acesso cidadão bem porte armas federal	train
não sentido cac não ter porte utilizar arma defesa próprio equipamento arsenal	train
quero ter direito proteger família propriedade tanto urbana quanto rural	train
atende desejo povo chance cidadão bem proteger contra bandidagem incapacidade onipresença estado todos lugares momentos armas salvam vidas	train
direito vida cidadão bem votação contra desarmamento 2005 onde direitos brasileiros tirados força pois vencemos contra desarmamento	train
100 favor porte	train
estatuto desarmamento art 6º inciso ix concede porte armas integrantes entidades desporto legalmente constituídas cac faltando apenas regulamentação pl oportunamente vem sanar omissão administração	train
dá efetividade decidido referendo 2005 respeito vontade popular	train
nenhum pais livre cidadãos não livres defenderem	train
cac ainda sérias restrições dificuldades relação aquisição	train
concordo plenamente alterações apesar serem tímidas ainda mostra tendência mudança ideológica armas causa mortes armas mãos cidadãos bem protegem crime cometido armas ilegais estatuto nada ajudou	train
direito legítima defesa	train
garante direitos alguns desses direitos constavam lei porém nunca postos prática	train
não concordo exclusão possibilidade outras categorias previstas regulamento porte arma exclui executivo direito regulamentar profissões risco	train
todos direito defesa	train
cacs necessitam desta lei melhor proteger acervos assim transportar tendo vista serem pessoas comprovadamente idôneas	train
restrições concessão porte cacs	train
não papel cidadão preocupar arcar segurança pública além disso incluido pl liberação caça animais silvestres absurdo	train
não atender vontade soberana	train
estatuto desarmamento art 6º inciso ix concede porte armas integrantes entidades desporto legalmente constituídas cac faltando apenas regulamentação	train
devolve cidadão bem direito optar não ter portar arma fogo legitima defesa caso cumpra requisitos aprovado testes práticos psicológicos tal	train
respeita decisão referendo possibilita cidadão cumpridor leis possuir portar arma proteção pois estado não onipresente protegedor	train
governos redor mundo chacinaram 170 milhões próprios cidadãos durante século xx stalin hitler mao pol pot esmagadora maioria desses cidadãos havia sido desarmada mesmos governos antes serem assassinados	train
cidadão bem direito defender	train
liberdade direito defesa	train
relator retira abrangência porte retira possibilidade poder executivo manejar via decreto velha política sendo feita desrespeito cidadão bem	train
passo pequeno diante necessidade proteção individual cidadão bem forças policiais infelizmente não disponíveis todo tempo todos lugares precisamos exercer direito proteção individual legítima defesa igual força proporção	train
porte trânsito craf ganho maravilhoso deveria estender porte totalidade	train
liberdade cidadão sendo respeitada	train
arma não sinônimo segurança contrário vai facilitar uso armas fogo população civil vai acabar usando forma errada qualquer discussão	train
direito defesa pessoal	train
retomar liberdade cidadão sério honesto poder ter posse arma fogo legal	train
parte vai encontro vontade popular direito comprar possuir portar armas fogo conforme resultado referendo 2005	train
não vai liberando armas vamos diminuir violência contrário iremos	train
idade minima 21 anos 25 porte entendo idade alguns requisito passagem avalicao psicólogo treino apito usar não prudente correto ter registro 25 anos porte 30anos passando requisitos citados	train
garante direito inalienável cidadão garantir segurança família propriedade dá outras providências	train
não cita prazo validade porte não diz pessoal vinculado determinada arma	train
direito legítima defesa	train
acesso armas legais direito inalienável cidadão cumpridor deveres leis precisamos critérios objetivos não podemos concordar termos direito tutelado vontade delegado polícia federal	train
plebiscito povo havia escolhido liberação armas deputados senadores contramão vontade popular época legislaram contra vontade popular	train
restabelece direito defesa vida através acesso armas	train
falta exigir artigo 10 ato denegatório porte ato vinculado	train
cria restrições porte atirador desportivo não existiam estatuto desarmamento	train
direito constitucional defesa vida pessoas bem vontade pessoas bem constatada plebicito legítima defesa direito cidadão	train
favor direito defender porém devemos dar passo cada vez não vejo problema desde regido cuidados radicais não assumam controle tempo validar direito cidadão segurança pessoal conforme constituição deve inviolável	train
faltou advogados	train
direito legítima defesa porte cacs	train
reconhecimento direito porte funcional diversas categorias relacionadas persecução criminal	train
deveria liberal irestrito	train
porte arma agentes socioeducativos alvos constantes ameaças	train
agentes transito não contemplados porte apesar fazerem parte artigo 144 constituição federal	train
faltou constar cac poderá portar arma cadastrada acervo sigma não sinarm	train
prevalece vontade maioria concede cidadão direito defender vida todos meios necessários	train
vai contribuir esporte segurança pessoal cidadao bem atirador	train
projeto ainda tímido principalmente relação cac gcms	train
garantia direito fundamentais legitima defesa	train
direito cidadao bem lei desarmamento deu certeza bandido pai familia nao defender porque bandido nao la devolver arma porque lei fala nao pode ter	train
direito cidadão bem defender família defender	train
burocracia ainda grande demorada demora aprovação esferas politicas	train
enquanto bandidos andando armados aí cidadão bem ter direito andar armado defender	train
direito consumidor	train
arma guardada casa objeto uso	train
direto defesa cidadão bem direto constitucional brasil sendo desrespeitado aprovar urgente atender vontade esmagadora população brasileira	train
vigilantes cidadãos bem queiram adequar requisitos necessários obter porte necessitam urgentemente obter acesso armas porque criminalidade níveis horrorosos então aprovem logo chega hipocrisia amor deus	train
importantíssimo proteção própria vida equipamento deveria estendido todos cidadãos	train
ponto negativo deputados federais senadores não respeitarem escolhido plebiscito	train
